"Series ID","Area","Industry","Datatype","Adjustment Method","State"
"SMU04000008000000001","Statewide","Other Services","All Employees, In Thousands","Not Seasonally Adjusted","Arizona"
"SMU04000009000000001","Statewide","Government","All Employees, In Thousands","Not Seasonally Adjusted","Arizona"
"SMU04000009091000001","Statewide","Federal Government","All Employees, In Thousands","Not Seasonally Adjusted","Arizona"
"SMU04000009092000001","Statewide","State Government","All Employees, In Thousands","Not Seasonally Adjusted","Arizona"
"SMU04000009092161101","Statewide","State Government Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Arizona"
"SMU04000009092200001","Statewide","State Government Excluding Education","All Employees, In Thousands","Not Seasonally Adjusted","Arizona"
"SMU04000009093000001","Statewide","Local Government","All Employees, In Thousands","Not Seasonally Adjusted","Arizona"
"SMU04000009093161101","Statewide","Local Government Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Arizona"
"SMU04000009093200001","Statewide","Local Government excluding Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","Arizona"
"SMS06000000000000001","Statewide","Total Nonfarm","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000000500000001","Statewide","Total Private","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000000600000001","Statewide","Goods Producing","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000000700000001","Statewide","Service-Providing","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000000800000001","Statewide","Private Service Providing","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000001000000001","Statewide","Mining and Logging","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000001500000001","Statewide","Mining, Logging and Construction","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000002000000001","Statewide","Construction","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000003000000001","Statewide","Manufacturing","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000003100000001","Statewide","Durable Goods","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000003200000001","Statewide","Non-Durable Goods","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000004000000001","Statewide","Trade, Transportation, and Utilities","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000004100000001","Statewide","Wholesale Trade","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000004200000001","Statewide","Retail Trade","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000004300000001","Statewide","Transportation, Warehousing, and Utilities","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000005000000001","Statewide","Information","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000005500000001","Statewide","Financial Activities","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000005552000001","Statewide","Finance and Insurance","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000005553000001","Statewide","Real Estate and Rental and Leasing","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000006000000001","Statewide","Professional and Business Services","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000006054000001","Statewide","Professional, Scientific, and Technical Services","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000006055000001","Statewide","Management of Companies and Enterprises","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000006056000001","Statewide","Administrative and Support and Waste Management and Remediation Services","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000006500000001","Statewide","Education and Health Services","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000006561000001","Statewide","Educational Services","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000006562000001","Statewide","Health Care and Social Assistance","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000007000000001","Statewide","Leisure and Hospitality","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000007071000001","Statewide","Arts, Entertainment, and Recreation","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000007072000001","Statewide","Accommodation and Food Services","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000008000000001","Statewide","Other Services","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000009000000001","Statewide","Government","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000009091000001","Statewide","Federal Government","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000009092000001","Statewide","State Government","All Employees, In Thousands","Seasonally Adjusted","California"
"SMS06000009093000001","Statewide","Local Government","All Employees, In Thousands","Seasonally Adjusted","California"
"SMU06000000000000001","Statewide","Total Nonfarm","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000000500000001","Statewide","Total Private","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000000600000001","Statewide","Goods Producing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000000700000001","Statewide","Service-Providing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000000800000001","Statewide","Private Service Providing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000001000000001","Statewide","Mining and Logging","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000001011330001","Statewide","Logging","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000001021000001","Statewide","Mining, Quarrying, and Oil and Gas Extraction","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000001021100001","Statewide","Oil and Gas Extraction","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000001021200001","Statewide","Mining (except Oil and Gas)","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000001021300001","Statewide","Support Activities for Mining","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000001500000001","Statewide","Mining, Logging and Construction","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000002000000001","Statewide","Construction","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000002023600001","Statewide","Construction of Buildings","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000002023610001","Statewide","Residential Building Construction","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000002023620001","Statewide","Nonresidential Building Construction","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000002023700001","Statewide","Heavy and Civil Engineering Construction","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000002023710001","Statewide","Utility System Construction","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000002023720001","Statewide","Land Subdivision","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000002023730001","Statewide","Highway, Street, and Bridge Construction","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000002023790001","Statewide","Other Heavy and Civil Engineering Construction","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000002023800001","Statewide","Specialty Trade Contractors","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000002023810001","Statewide","Foundation, Structure, and Building Exterior Contractors","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000002023820001","Statewide","Building Equipment Contractors","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000002023830001","Statewide","Building Finishing Contractors","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000002023890001","Statewide","Other Specialty Trade Contractors","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003000000001","Statewide","Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003100000001","Statewide","Durable Goods","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003132100001","Statewide","Wood Product Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003132190001","Statewide","Other Wood Product Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003132700001","Statewide","Nonmetallic Mineral Product Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133100001","Statewide","Primary Metal Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133200001","Statewide","Fabricated Metal Product Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133230001","Statewide","Architectural and Structural Metals Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133270001","Statewide","Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133290001","Statewide","Other Fabricated Metal Product Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133300001","Statewide","Machinery Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133320001","Statewide","Industrial Machinery Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133330001","Statewide","Commercial and Service Industry Machinery Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133350001","Statewide","Metalworking Machinery Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133390001","Statewide","Other General Purpose Machinery Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133400001","Statewide","Computer and Electronic Product Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133410001","Statewide","Computer and Peripheral Equipment Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133411101","Statewide","Electronic Computer Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133420001","Statewide","Communications Equipment Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133440001","Statewide","Semiconductor and Other Electronic Component Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133441201","Statewide","Bare Printed Circuit Board Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133441301","Statewide","Semiconductor and Related Device Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133450001","Statewide","Navigational, Measuring, Electromedical, and Control Instruments Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133500001","Statewide","Electrical Equipment, Appliance, and Component Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133600001","Statewide","Transportation Equipment Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133610001","Statewide","Motor Vehicle Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133640001","Statewide","Aerospace Product and Parts Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133660001","Statewide","Ship and Boat Building","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133700001","Statewide","Furniture and Related Product Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133710001","Statewide","Household and Institutional Furniture and Kitchen Cabinet Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133900001","Statewide","Miscellaneous durable goods manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133910001","Statewide","Medical Equipment and Supplies Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003133990001","Statewide","Other Miscellaneous Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003200000001","Statewide","Non-Durable Goods","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003231100001","Statewide","Food Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003231140001","Statewide","Fruit and Vegetable Preserving and Specialty Food Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003231150001","Statewide","Dairy Product Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003231160001","Statewide","Animal Slaughtering and Processing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003231180001","Statewide","Bakeries and Tortilla Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003231190001","Statewide","Other Food Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003231200001","Statewide","Beverage and Tobacco Product Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003231300001","Statewide","Textile Mills","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003231400001","Statewide","Textile Product Mills","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003231500001","Statewide","Apparel Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003231510001","Statewide","Apparel Knitting Mills","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003231520001","Statewide","Cut and Sew Apparel Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003232200001","Statewide","Paper Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003232220001","Statewide","Converted Paper Product Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003232300001","Statewide","Printing and Related Support Activities","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003232400001","Statewide","Petroleum and Coal Products Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003232500001","Statewide","Chemical Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003232540001","Statewide","Pharmaceutical and Medicine Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003232560001","Statewide","Soap, Cleaning Compound, and Toilet Preparation Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000003232600001","Statewide","Plastics and Rubber Products Manufacturing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004000000001","Statewide","Trade, Transportation, and Utilities","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004100000001","Statewide","Wholesale Trade","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004142300001","Statewide","Merchant Wholesalers, Durable Goods","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004142310001","Statewide","Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004142320001","Statewide","Furniture and Home Furnishing Merchant Wholesalers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004142330001","Statewide","Lumber and Other Construction Materials Merchant Wholesalers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004142340001","Statewide","Professional and Commercial Equipment and Supplies Merchant Wholesalers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004142360001","Statewide","Household Appliances and Electrical and Electronic Goods Merchant Wholesalers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004142370001","Statewide","Hardware, and Plumbing and Heating Equipment and Supplies Merchant Whole","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004142380001","Statewide","Machinery, Equipment, and Supplies Merchant Wholesalers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004142400001","Statewide","Merchant Wholesalers, Nondurable Goods","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004142410001","Statewide","Paper and Paper Product Merchant Wholesalers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004142430001","Statewide","Apparel, Piece Goods, and Notions Merchant Wholesalers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004142440001","Statewide","Grocery and Related Product Merchant Wholesalers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004142460001","Statewide","Chemical and Allied Products Merchant Wholesalers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004142490001","Statewide","Miscellaneous Nondurable Goods Merchant Wholesalers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004142500001","Statewide","Wholesale Electronic Markets and Agents and Brokers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004200000001","Statewide","Retail Trade","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004244100001","Statewide","Motor Vehicle and Parts Dealers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004244110001","Statewide","Automobile Dealers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004244120001","Statewide","Other Motor Vehicle Dealers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004244130001","Statewide","Automotive Parts, Accessories, and Tire Stores","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004244200001","Statewide","Furniture and Home Furnishings Stores","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004244210001","Statewide","Furniture Stores","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004244220001","Statewide","Home Furnishings Stores","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004244300001","Statewide","Electronics and Appliance Stores","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004244400001","Statewide","Building Material and Garden Equipment and Supplies Dealers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004244410001","Statewide","Building Material and Supplies Dealers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004244500001","Statewide","Food and Beverage Stores","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004244510001","Statewide","Grocery Stores","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004244520001","Statewide","Specialty Food Stores","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004244530001","Statewide","Beer, Wine, and Liquor Stores","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004244600001","Statewide","Health and Personal Care Stores","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004244700001","Statewide","Gasoline Stations","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004244800001","Statewide","Clothing and Clothing Accessories Stores","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004244810001","Statewide","Clothing Stores","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004244830001","Statewide","Jewelry, Luggage, and Leather Goods Stores","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004245100001","Statewide","Sporting Goods, Hobby, Musical Instrument, and Book Stores","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004245110001","Statewide","Sporting Goods, Hobby, and Musical Instrument Stores","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004245120001","Statewide","Book Stores and News Dealers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004245200001","Statewide","General Merchandise Stores","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004245220001","Statewide","Department Stores","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004245230001","Statewide","General Merchandise Stores, including Warehouse Clubs and Supercenters","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004245300001","Statewide","Miscellaneous Store Retailers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004245320001","Statewide","Office Supplies, Stationery, and Gift Stores","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004245330001","Statewide","Used Merchandise Stores","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004245390001","Statewide","Other Miscellaneous Store Retailers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004245400001","Statewide","Nonstore Retailers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004245410001","Statewide","Electronic Shopping and Mail-Order Houses","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004300000001","Statewide","Transportation, Warehousing, and Utilities","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004322000001","Statewide","Utilities","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004322110001","Statewide","Electric Power Generation, Transmission and Distribution","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004322120001","Statewide","Natural Gas Distribution","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004340008901","Statewide","Transportation and Warehousing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004348100001","Statewide","Air Transportation","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004348110001","Statewide","Scheduled Air Transportation","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004348400001","Statewide","Truck Transportation","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004348410001","Statewide","General Freight Trucking","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004348420001","Statewide","Specialized Freight Trucking","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004348500001","Statewide","Transit and Ground Passenger Transportation","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004348800001","Statewide","Support Activities for Transportation","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004348830001","Statewide","Support Activities for Water Transportation","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004348840001","Statewide","Support Activities for Road Transportation","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004348850001","Statewide","Freight Transportation Arrangement","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004349200001","Statewide","Couriers and Messengers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000004349300001","Statewide","Warehousing and Storage","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005000000001","Statewide","Information","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005051100001","Statewide","Publishing Industries (except Internet)","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005051110001","Statewide","Newspaper, Periodical, Book, and Directory Publishers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005051120001","Statewide","Software Publishers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005051200001","Statewide","Motion Picture and Sound Recording Industries","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005051210001","Statewide","Motion Picture and Video Industries","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005051211001","Statewide","Motion Picture and Video Production","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005051500001","Statewide","Broadcasting (except Internet)","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005051510001","Statewide","Radio and Television Broadcasting","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005051520001","Statewide","Cable and Other Subscription Programming","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005051700001","Statewide","Telecommunications","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005051731101","Statewide","Wired Telecommunications Carriers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005051800001","Statewide","Data Processing, Hosting, and Related Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005051900001","Statewide","Other Information Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005500000001","Statewide","Financial Activities","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005552000001","Statewide","Finance and Insurance","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005552200001","Statewide","Credit Intermediation and Related Activities including Monetary Authorities - Central Bank","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005552210001","Statewide","Depository Credit Intermediation including Monetary Authorities - Central Bank","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005552220001","Statewide","Nondepository Credit Intermediation","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005552230001","Statewide","Activities Related to Credit Intermediation","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005552300001","Statewide","Financial Investments and Related Activities including Financial Vehicles","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005552310001","Statewide","Securities and Commodity Contracts Intermediation and Brokerage","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005552390001","Statewide","Other Financial Investment Activities including Financial Vehicles","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005552400001","Statewide","Insurance Carriers and Related Activities","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005552410001","Statewide","Insurance Carriers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005552420001","Statewide","Agencies, Brokerages, and Other Insurance Related Activities","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005553000001","Statewide","Real Estate and Rental and Leasing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005553100001","Statewide","Real Estate","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005553110001","Statewide","Lessors of Real Estate","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005553120001","Statewide","Offices of Real Estate Agents and Brokers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005553130001","Statewide","Activities Related to Real Estate","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005553200001","Statewide","Rental and Leasing Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005553210001","Statewide","Automotive Equipment Rental and Leasing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005553220001","Statewide","Consumer Goods Rental","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005553230001","Statewide","General Rental Centers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000005553240001","Statewide","Commercial and Industrial Machinery and Equipment Rental and Leasing","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006000000001","Statewide","Professional and Business Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006054000001","Statewide","Professional, Scientific, and Technical Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006054110001","Statewide","Legal Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006054120001","Statewide","Accounting, Tax Preparation, Bookkeeping, and Payroll Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006054130001","Statewide","Architectural, Engineering, and Related Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006054140001","Statewide","Specialized Design Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006054150001","Statewide","Computer Systems Design and Related Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006054160001","Statewide","Management, Scientific, and Technical Consulting Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006054170001","Statewide","Scientific Research and Development Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006054180001","Statewide","Advertising, Public Relations, and Related Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006054190001","Statewide","Other Professional, Scientific, and Technical Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006055000001","Statewide","Management of Companies and Enterprises","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006056000001","Statewide","Administrative and Support and Waste Management and Remediation Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006056100001","Statewide","Administrative and Support Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006056110001","Statewide","Office Administrative Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006056120001","Statewide","Facilities Support Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006056130001","Statewide","Employment Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006056140001","Statewide","Business Support Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006056150001","Statewide","Travel Arrangement and Reservation Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006056160001","Statewide","Investigation and Security Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006056170001","Statewide","Services to Buildings and Dwellings","All Employees, In Thousands","Not Seasonally Adjusted","California"
